,采购项目名称,品目,采购单位,行政区域,公告时间,获取招标文件时间,招标文件售价,获取招标文件的地点,开标时间,开标地点,预算金额,项目联系人,项目联系电话,采购单位地址,采购单位联系方式,代理机构名称,代理机构地址,代理机构联系方式,附件1,附件2,Date,本项目招标公告日期,中标日期,评审专家名单,总中标金额,提交文件截止时间,资格审查日期,获取谈判文件的地点,获取谈判文件的时间,获取磋商文件时间,获取磋商文件地点,响应文件递交时间,响应文件递交地点,响应文件开启时间,响应文件开启地点,采购人,采购人地址,采购人联系方式,成交日期,谈判小组、询价小组成员、磋商小组成员名单及单一来源采购人员名单,总成交金额,首次公告日期,更正日期,附件3,附件4,定标日期,评标委员会成员名单,报名时间,报名地点,附件5,谈判小组、询价小组成员名单及单一来源采购人员名单
http://www.ccgp.gov.cn/cggg/dfgg/cjgg/201909/t20190923_12971775.htm,新疆阜康产业园总体规划修编（2019-2030年）环境影响报告,服务/其他服务,新疆阜康产业园管理委员会,阜康市,2019年09月23日  19:22,,,,,,,施文辉,0991-2200078,阜康市阜新路32号,刘新君 0994-3227080,新疆鼎胜工程项目管理有限责任公司,乌市水磨沟区龙盛街898号万科中央公园S2座2303室,施文辉 0991-2200078,,,2019年09月23日 19:22,2019年09月12日,,,,,,,,,,,,,,,,,2019年09月23日,王民生、彭苑、徐兰芹、张蔷、 罗勇 ,￥30.000000 万元（人民币）,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201711/t20171122_9210496.htm,新疆维泰小微企业园一期PPP项目,工程/其他建筑工程,乌鲁木齐经济技术开发区（乌鲁木市头屯河区）企业服务中心,新疆维吾尔自治区,2017年11月22日  20:24, 2017年11月21日  10:30  至  2017年11月27日  19:00,￥1000,新疆建投项目管理咨询有限公司,2017年12月15日  11:00,维泰大厦公共资源交易大厅,￥99932.25万元（人民币）,焦晗桢,0991-3776668,乌鲁木齐经济技术开发区维泰南路1号维泰大厦二楼,丁虹0991-3782635,新疆建投项目管理咨询有限公司,乌鲁木齐经济技术开发区卫星路秦基大厦D座1606室,焦晗桢0991-3776668,新疆维泰小微企业园一期PPP项目公开招标公告.docx,,2017年11月22日 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201901/t20190111_11503945.htm,仙桃市循环经济产业园PPP项目,工程/构筑物施工/环保工程施工,仙桃市城市管理局,湖北省,2019年01月11日  10:36,,,,,,,汪亮,18571920673,仙桃市仙桃大道中段2号,18571920673,达华工程管理（集团）有限公司,武汉市武昌区中北路1号楚天都市花园C座22楼B室,18627760774,,,2019年01月11日 10:36,2019年01月11日,2019年01月03日,"陶建国,杨星火,郭海凤,刘春生,王小芳,郭建华,王文祥",￥46188.200000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180419_9811077.htm,汝州市南水北调供水配套工程勘察设计招标公告,,汝州市水务局,汝州市,2018年04月19日  18:19, 2018年04月20日  00:00  至  2018年04月26日  23:59,￥500,网上报名：本项目除网上报名外不接受其它形式报名。5.1报名时间：2018年 4月20日0时00分至2018年4月26日23时59分；招标文件500元/份。,,汝州市公共资源交易中心302开标室（汝州市双拥路与朝阳西路交汇处）,￥2000万元（人民币）,王女士  ,0371-55001277,汝州市仓巷街117号  ,张先生 0375-6035550   ,河南四方建设管理有限公司,郑州市经开区航海东路富田财富广场1号楼1515,0371-55001277,,,2018年04月19日 18:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201710/t20171012_8973113.htm,南乐县南水北调集中供水PPP项目（输水管线工程）,,南乐县水利局,河南省,2017年10月12日  11:57,,,,,,,/,/,河南省濮阳市南乐县城关镇兴华路441号,0393-6289065,河南英典工程管理有限公司,濮阳市安康路与开州路交叉口濮医北区8号楼3单元2楼东,0393—8589717,,,2017年10月12日 11:57,2017年10月12日,2017年10月12日,杨小波、郭城、韩玲、王猛、周朝选          ,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201902/t20190201_11606653.htm,南水北调中线舞钢市引水工程PPP项目,,舞钢市水利局,舞钢市,2019年02月01日  22:09,,,,,,,张先生   ,：0375-2689179   18137150376：0375-2689179   18137150376,平顶山市舞钢市垭口文化路1号院 ,：0375-8120055    ,中建联勘测规划设计有限公司,平顶山市新城区和盛时代广场7号楼908室,：0375-2689179   18137150376,,,2019年02月01日 22:09,2019年02月01日,2019年02月01日,李二顺、李海军、典志强、余春旭（财务）、 刘国钦（法律）、 张晓玉（实施机构代表）、 申明会（实施机构代表）,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201908/t20190830_12793808.htm,澄清公告,,安阳市水利局,安阳市,2019年08月30日  10:28,,,,,,,樊敬琨,3387741,武夷大街与文昌大道交叉口向南200米路西,0372-5901521,安阳市政府采购中心,安阳市文峰大道东段（市民之家四楼A0446）,3387741,,,2019年08月30日 10:28,,,,,,,,,,,,,,,,,,,,,2019年08月15日,2019年08月30日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201902/t20190201_11605511.htm,驻马店市南水北调中线工程PPP项目社会资本方和监理方资格预审公告,,驻马店市水利局,驻马店市,2019年02月01日  17:14,,,,2019年03月01日  09:00,,￥0.000000万元（人民币）,彭先生,18037406892,驻马店市水利局,0396-2690920   ,河南省通力建设工程咨询有限公司,河南省通力建设工程咨询有限公司,18037406892,,,2019年02月01日 17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201609/t20160920_7338669.htm,,,,,,,,,,,,,,,,,,,,,2016年09月20日 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201511/t20151109_6111078.htm,,,,,,,,,,,,,,,,,,,,,2015年11月09日 17:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201904/t20190425_11973683.htm,引江济淮工程包括引江济巢、江淮沟通、江水北送三段，河南段工程为江水北送段的一部分，工程主要通过西淝河向河南省受水区供水。,,河南省豫东水利工程管理局,河南省,2019年04月25日  20:52, 2019年04月26日  08:30  至  2019年05月05日  23:59,￥0,河南省公共资源交易中心网站,2019年05月20日  09:00,河南省公共资源交易中心远程第六开标室，郑州市经一路与农业路东交叉口投资大厦A座。,￥0.000000万元（人民币）,张宁,0371-69136953,开封市顺河回族区汴京路212号,0371-67917680,河南省国贸招标有限公司,郑州市农业路72号国企中心B座三楼东,0371-69131991，69136953 ,,,2019年04月25日 20:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201708/t20170817_8704820.htm,南水北调总干渠河南段两侧水源保护区调整完善方案,,河南省南水北调中线工程建设领导小组办公室,河南省,2017年08月17日  18:14,,,,,,,程先生,0371-65551581,郑州市郑东新区万通街72号,0371-65551581,河南科光工程建设监理有限公司,郑州市纬五路39号,0371-65571368,,,2017年08月17日 18:14,2017年07月25日,2017年08月17日,杨宝中 王世忠 王志中 赵新智 程浩,￥197.2 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201607/t20160718_7062398.htm,南水北调中线干线工程永久供配电系统运行维护项目,服务/水利管理服务/其他水利管理服务,南水北调中线干线工程建设管理局,北京市,2016年07月18日  17:37,,,,,,,崔相维,022-23266688,北京市海淀区玉渊潭南路1号A座,乔婧010-88657123,天津普泽工程咨询有限责任公司,天津市河西区广东路广顺道1号,崔相维022-23266688,招标公告.doc,,2016年07月18日 17:37,2016年06月02日,2016年07月18日,"黄长亮、陈凤桐、李绍普、朱家玉、任道远、赵本基、曹桂英
",￥13067.2359 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201608/t20160811_7174351.htm,,,,,,,,,,,,,,,,,,,,,2016年08月11日 18:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/qtgg/201908/t20190828_12781786.htm,泉港区菱溪水库至泉港引调水管道工程PPP项目,货物/土地、建筑物及构筑物/构筑物/水利管道,泉港区市政公用事业管理处,泉港区,2019年08月28日  17:43,,,,,,￥40536.680000万元（人民币）,小王、小许,0595-22287183,泉州市泉港区山腰汾阳路旧区政府一号楼3楼,肖先生 0595-87971892,福建卓知项目投资顾问有限公司,福建省泉州市丰泽区华大街道华创园A栋606,小王、小许  （0595）22287183,采购结果确认谈判备忘录.pdf,,2019年08月28日 17:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201908/t20190822_12736857.htm,泉港区泗洲水库管理处泉港区菱溪水库灌区农业水价综合改革项目货物类采购项目,,泉港区泗洲水库管理处,泉港区,2019年08月22日  16:00,,,,,,,吴先生,18359540404,泉港区涂岭镇泗洲新村,18359540404,福建省维恒项目管理有限公司,漳州市龙文区水仙大街168号中骏·蓝湾香郡（三期）105幢105号,0595-28801009,,,2019年08月22日 16:00,,,,,,,,,,,,,,,,,,,,,2019年08月22日,2019年08月22日,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201711/t20171130_9252442.htm,泉港区民生综合工程PPP项目,服务/其他服务, 泉港区住房和城乡规划建设局,泉港区,2017年11月30日  10:01,,,,,,,庄先生,15160588088,泉港区南山中路万洲商住楼二楼,庄先生，15160588088,北京金准咨询有限责任公司,北京市海淀区西直门北大街32号院1号楼14层1704,祖先生，13570286329,泉港区民生综合工程PPP项目招标文件.pdf,泉港区民生综合工程PPP项目公开招标评审结果公示.pdf,2017年11月30日 10:01,2017年11月03日,2017年11月28日,董启敏、唐小波、郑志贤、杨文涛、陈庆枝,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201710/t20171025_9048797.htm,铜仁市公共资源交易中心思南分中心（http://www.trjyzx.cn/TPFront_TR/snx/）下载获取资格预审文件,,思南县水务局,思南县,2017年10月25日  15:47,,,,,,,何朝辉,0851-85860389、13985468880,思唐镇文化街362-6,13595670062,陕西衡正工程咨询有限公司,铜仁市公共资源交易中心思南分中心（http://www.trjyzx.cn/TPFront_TR/snx/）下载获取资格预审文件,铜仁市公共资源交易中心思南分中心（http://www.trjyzx.cn/TPFront_TR/snx/）下载获取资格预审文件,,,2017年10月25日 15:47,,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201912/t20191218_13590913.htm,咸丰县老城区污水处理及乡镇污水处理全覆盖PPP项目,工程/构筑物施工/环保工程施工/污水处理工程施工,咸丰县住房和城乡建设局,咸丰县,2019年12月18日  11:18,,,,,,,程女士,027-87891918,湖北省恩施州咸丰县营屏寨路50号,周女士 0718-6823725,湖北大绪工程项目管理有限公司,湖北省武汉市武昌区和平大道716号恒大世纪广场49楼,程女士 027-87891918,咸丰县老城区污水PPP项目竞争性磋商文件.pdf,,2019年12月18日 11:18,2019年08月29日,2019年12月18日,刘朝辉、黄庆祝、刘宗权、江啸、陈松林,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/oss/download?uuid=38DEB3541F6B5E67BE5A8D8D418DBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201904/t20190421_11941894.htm,湖北省秭归县茅坪河流域综合治理PPP项目社会资本方采购,服务,湖北秭归经济开发区管理委员会,湖北省,2019年04月21日  17:15, 2019年04月22日  00:00  至  2019年04月26日  00:00,￥0,详见资格预审公告,2019年05月14日  00:00,null,￥174970.030000万元（人民币）,郝乔伟,13886670005,宜昌市秭归县茅坪镇屈原路一号,13886670005,湖北省工程咨询股份有限公司,武汉市武昌区沿湖大道东湖路180号汉新花苑,18986260795,,,2019年04月21日 17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/neimenggu/201612/t20161227_7795182.htm,,,,,,,,,,,,,,,,,,,,,2016年12月27日  08:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zgysgg/201909/t20190905_12842429.htm,云南省曲靖市师宗县工业园区基础设施建设政府和社会资本合作（PPP）项目,,师宗县工业园区管理委员会,曲靖市,2019年09月05日  21:14,,,,,,,王朝光,13887444587,师宗县金鑫花园3-09,13887444587,云南琪信招标代理咨询有限公司,曲靖市胜峰东路逸墅花园332-57号,13577402990,,,2019年09月05日 21:14,,,,,2019年09月27日  15:00 ,"	2019年09月27日",,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/201704/t20170419_8135393.htm,西畴县水利和交通基础设施项目政府和社会资本合作（PPP）,,西畴县交通运输局西畴县水务局,文山壮族苗族自治州,2017年04月19日  12:05,,,,,,,邓工,18987613223,西畴县西洒镇,18987613223,云南高路工程造价咨询有限公司,昆明市官渡区吴井路183号百富琪商业广场B座711号,0871-63377905,,,2017年04月19日 12:05,,,,,,,,,2017年04月19日  08:30至2017年04月25日  16:30,云南高路工程造价咨询有限公司（昆明市官渡区吴井路183号百富琪商业广场B座711号）,2017年05月11日  08:30至2017年05月11日  09:00,西畴县公共资源交易中心,2017年05月11日  09:00,西畴县公共资源交易中心,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181011_10869522.htm,漳县职业中等专业学校2018年职业教育实训基地建设项目设施设备采购,货物/通用设备,漳县职业中等专业学校,漳县,2018年10月11日  18:35,,,,,,,李维征,15213980101,甘肃省定西市漳县武阳路111号,18794747172,甘肃鑫天马工程造价咨询有限公司,甘肃省 定西市 安定区 岷县街11号建设大厦1楼,18139900398,漳县职中招标文件.pdf,,2018年10月11日 18:35,2018年09月17日,2018年10月10日,"马永林、刘鹏、李学强, 童丹、侯振林、李维征, 何志强",￥29.917800 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201807/t20180716_10290311.htm,临汾市尧都区汾河吴村段生态修复PPP项目,,临汾市尧都区水利局,山西省,2018年07月16日  21:49,,,,,,,安康,0351-3191983,临汾市尧都区华洲路1号,0357-2228357,山西文昌工程咨询有限公司,山西省 太原市 小店区 南中环与太榆路交叉口瑞吉财商中心1A座1002室,0351-3191983,PPp招标文件.doc,,2018年07月16日 21:49,2018年06月16日,2018年07月06日,郝江、田月华、王建明、胡秋慧、刘成宏、许吉旺、杨炳臣、孙海滨、王永辉、王纠德、史国庆,￥0 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/ppp/zx/df/shanxi/201809/t20180912_10676077.htm,,,,,,,,,,,,,,,,,,,,,2018年09月12日  08:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201806/t20180620_10133742.htm,山西师范大学临汾学院新校区建设PPP项目（社会资本方采购）,,山西师范大学临汾学院,山西省,2018年06月20日  19:33,,,,,,,李潇江,0351-7554001,临汾市鼓楼南大街18号,0357-2580842,山西永信通招标代理有限公司,山西省太原市双塔西街30号华宜大厦B区13层4号,0351-7554001,山西师范大学临汾学院新校区建设PPP项目（社会资本方采购）招标文件（临汾项目部修改）.doc,,2018年06月20日 19:33,2018年03月29日,2018年04月18日,邵建华（评审小组组长）、李彦宏、冯淑丽、侯志峰、王克敏、王庆生、席润民,￥124728 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201810/t20181012_10875148.htm,国资监管大数据平台项目,,山西省人民政府国有资产监督管理委员会,山西省,2018年10月12日  15:25,,,,,,,乔烨,0351-4037638,太原市平阳路101号,0351-7218008,山西省省级政府采购中心,山西省太原市坞城南路50号,0351-4037638,晋政采[2018-0275]G171-C51招标文件.doc,,2018年10月12日 15:25,2018年09月19日,2018年10月10日,"李百安,陈振峰,许海燕,张渊越,乔铁军,陈宏伟,张征宇,赵毓峰,樊菊萍",￥752.600000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201906/t20190620_12304182.htm,山西农谷智慧农业信息化建设项目,,山西农谷管理委员会,山西省,2019年06月20日  20:38,,,,,,,马宁,0351-4030638,太谷县箕城西街202号,0354-3509196,山西中量工程招标代理有限公司,太原市府西街96号,0351-4030638,山西农谷智慧农业信息化建设项目设招标文件最终稿.doc,,2019年06月20日 20:38,2019年05月27日,2019年06月19日,张军(组长)、 李强、高耀锋、张彤焱、靳雁霞、张钰(采购人代表)、成丽君(采购人代表),￥966.950000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/201901/t20190118_11539510.htm,呼北国家高速公路山西省隰县至吉县段工程PPP项目,"工程/构筑物施工/桥梁工程施工/公路桥梁工程施工,工程/构筑物施工/公路工程施工",山西省交通运输厅,山西省,2019年01月18日  16:18,,,,,,,魏 超、袁希一,010-51656899-836、831,山西省太原市文源巷33号,员建斌    0351-4663017,北京中交建设工程咨询有限公司,北京市朝阳区北苑路170号凯旋城3号楼501号,魏 超、袁希一            010-51656899-836、831,隰县至吉县PPP项目招标文件-F.docx,,2019年01月18日 16:18,2018年09月27日,2019年01月18日,吴夏生、裴畅伟、刘晓红、成静、陆疆、陈俊、雷英夏,￥1233811.615100 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201903/t20190328_11825951.htm,小水网配套工程监理服务项目,服务/工程咨询管理服务/工程监理服务,介休市水利局,介休市,2019年03月28日  18:09, 2019年03月29日  08:00  至  2019年04月04日  17:30,￥0,介休市政府采购中心（“市民之家”西大街77号三层） ,2019年04月19日  09:00,介休市政府采购中心（“市民之家”西大街77号三层） ,￥1050.000000万元（人民币）,罗斌,0354-7229001,介休市,张叔敏 13834186707,介休市政府采购中心,“市民之家”西大街77号三层,罗斌 0354-7229001,小水网配套工程监理服务公开招标3.28单位改.doc,山西省介休市政府采购中心关于小水网配套工程监理服务项目公开招标公告018.doc,2019年03月28日 18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/gzgg/201803/t20180315_9668712.htm,介休市小水网工程PPP项目社会资本方采购,,介休市水务局,山西省,2018年03月15日  18:13,,,,,,,林莉,0351-5240119,介休市朝阳路286号,0354-7275249,山西万方建设工程项目管理咨询有限公司,太原市高新区高新街17号环能科技8层,0351-5240119,资格预审文件(介休小水网）(1).doc,,2018年03月15日 18:13,,,,,,,,,,,,,,,,,,,,,2018年02月14日,2018年03月16日,,,,,,,,
http://www.ccgp.gov.cn/oss/download?uuid=90329724FD77356DCABC9C21E10A14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200104_13704468.htm,介休车站劳动服务公司塑料围布采购项目,货物/橡胶、塑料、玻璃和陶瓷制品/塑料制品、半成品及辅料/塑料制品,介休车站劳动服务公司,介休市,2020年01月04日  09:30,,,,,,,张先生,13835726608,山西省晋中市介休市新建西路,张先生 13835726608,山西嘉楷工程项目管理有限公司,山西晋中介休市史公路盛华丽苑B区3号楼办公区三层,任女士0354－7266777,,,2020年01月04日 09:30,2019年12月12日,2020年01月03日,乔宝华、郝淑芳、安春香、王力华、张军翔    ,￥0.000000 万元（人民币）,,,,,,,,,,,,,,,,,,,,,,,,,,
